System information:
Version                                  | VisiWin7 7.2
Framework                                | DotNet
Project                                  | Single
VisiWin.S7_TIA.Brw.dll           | 3.0.1.56(Debug=False)
VisiWin.Browser.Components.Shared.dll | 7.0.0.41(Debug=False)

Messages
06/06/2024 10:52:03   | Message | Datatype "S7_LDT" of item "RFC_SV_State_V2T_D_E_Going" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB HZ 1 Heating Main.Restarter 2"IO: Delayed"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB HZ 1 Heating Main.Restarter 2.sDelayed off"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB HZ 1 Heating Main.Restarter 2.sDelayed on"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB HZ 1 Exhaust Main.sRestarter"IO: Delayed"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB HZ 1 Exhaust Main.sRestarter.sDelayed off"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB HZ 1 Exhaust Main.sRestarter.sDelayed on"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB HZ 1 Circulation Main.Restarter"IO: Delayed"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB HZ 1 Circulation Main.Restarter.sDelayed off"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB HZ 1 Circulation Main.Restarter.sDelayed on"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB HZ 1 Door 3 Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Door 3 Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Door 3 Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Door 3 Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Door 3 Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB HZ 1 Door 5 Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Door 5 Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Door 5 Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Door 5 Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Door 5 Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB HZ 1 Door 6 Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Door 6 Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Door 6 Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Door 6 Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Door 6 Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB HZ 1 Door 8 Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Door 8 Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Door 8 Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Door 8 Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Door 8 Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB HZ 1 Heating Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Heating Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Heating Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Heating Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Heating Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB HZ 1 Exhaust Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Exhaust Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Exhaust Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Exhaust Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Exhaust Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB HZ 1 Door 1 Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Door 1 Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Door 1 Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Door 1 Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Door 1 Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB HZ 1 Door 2 Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Door 2 Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Door 2 Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Door 2 Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Door 2 Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB HZ 1 Exhaust WB Main.sRestarter"IO: Delayed"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB HZ 1 Exhaust WB Main.sRestarter.sDelayed off"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB HZ 1 Exhaust WB Main.sRestarter.sDelayed on"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB HZ 1 Circulation Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Circulation Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Circulation Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Circulation Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Circulation Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB HZ 1 Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB HZ 1 Exhaust WB Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Exhaust WB Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Exhaust WB Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Exhaust WB Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ 1 Exhaust WB Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB HZ Orders.HMS Countdown"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB HZ 1 Main.Alarm manager"IO: Alarm"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB HZ Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB HZ Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB US Orders.HMS Countdown"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "PLC.Blocks.04 Tray handling.09 US.02.02 Scale.IDB._IDB US 2 DGT4X PN.IO: State" is not supported! | TIAParser.CreateItemInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "PLC.Blocks.04 Tray handling.09 US.02.01 Belt.IDB._IDB US 2 Belt PN.IO: MOP Setup" is not supported! | TIAParser.CreateItemInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC__IDB US 2 Belt PN.sGETIO_PARTINPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC__IDB US 2 Belt PN.sSETIO_PARTOUTPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB US 2 Belt Main.Order change"I: Move"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB US 2 Belt Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB US 2 Belt Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB US 2 Belt Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB US 2 Belt Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB US 2 Belt Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB US 2 Scale Alarm_.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB US 2 Scale Alarm_.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB US 2 Scale Alarm_.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB US 2 Scale Alarm_.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB US 2 Scale Alarm_.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "PLC.Blocks.04 Tray handling.09 US.01.02 Scale.IDB._IDB US 1 DGT4X PN.IO: State" is not supported! | TIAParser.CreateItemInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "PLC.Blocks.04 Tray handling.09 US.01.01 Belt.IDB._IDB US 1 Belt PN.IO: MOP Setup" is not supported! | TIAParser.CreateItemInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC__IDB US 1 Belt PN.sGETIO_PARTINPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC__IDB US 1 Belt PN.sSETIO_PARTOUTPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB US 1 Belt Main.Order change"I: Move"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB US  Belt Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB US  Belt Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB US  Belt Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB US  Belt Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB US  Belt Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB US 1 Scale Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB US 1 Scale Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB US 1 Scale Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB US 1 Scale Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB US 1 Scale Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC__IDB CZ 3 Circulation PN.sGETIO_PARTINPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC__IDB CZ 3 Circulation PN.sSETIO_PARTOUTPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ 3 Cooling Main.Restarter"IO: Delayed"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB CZ 3 Cooling Main.Restarter.sDelayed off"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB CZ 3 Cooling Main.Restarter.sDelayed on"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ 3 Cooling Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 3 Cooling Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 3 Cooling Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 3 Cooling Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 3 Cooling Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ 3 Circulation Main.Restarter"IO: Delayed"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB CZ 3 Circulation Main.Restarter.sDelayed off"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB CZ 3 Circulation Main.Restarter.sDelayed on"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
